time_index (s),time_query (s),table_size (MB),index_size (MB)
5129.739,372.139,346,66
5979.432,375.652,346,65
5134.466,374.539,346,67
5123.195,365.624,346,70
5370.86,362.829,346,77
6734.591,372.429,346,90
6242.32,376.224,346,115
8307.115,375.939,346,151
8466.171,374.273,346,182
9867.04,377.966,346,199
9985.803,376.743,346,207
10883.419,373.671,346,211
11795.271,383.163,346,213
11092.679,387.787,346,214
11039.772,380.553,346,214
10398.313,385.849,346,214
